result_id,lot_id,test_id,measured_value,units,analyst_id,tested_date
RES016620,L03-0395,T05,9.9,CFU/mL,AN08,2024-02-20
RES016621,L03-0396,T01,10392.66,ppm,AN03,2024-02-21
RES016622,L03-0396,T02,6.7336,pH units,AN03,2024-02-21
RES016623,L03-0396,T03,106.7005,cP,AN03,2024-02-21
RES016624,L03-0396,T04,61.59,particles/mL,AN03,2024-02-21
RES016625,L03-0396,T05,6.67,CFU/mL,AN03,2024-02-21
RES016626,L03-0397,T01,10866.74,ppm,AN10,2024-02-21
RES016627,L03-0397,T02,7.0796,pH units,AN10,2024-02-21
RES016628,L03-0397,T03,104.3568,cP,AN10,2024-02-21
RES016629,L03-0397,T04,42.14,particles/mL,AN10,2024-02-21
RES016630,L03-0397,T05,0.47,CFU/mL,AN10,2024-02-21
RES016631,L03-0398,T01,9542.86,ppm,AN12,2024-02-22
RES016632,L03-0398,T02,7.2005,pH units,AN12,2024-02-22
RES016633,L03-0398,T03,125.4564,cP,AN12,2024-02-22
RES016634,L03-0398,T04,39.43,particles/mL,AN12,2024-02-22
RES016635,L03-0398,T05,7.21,CFU/mL,AN12,2024-02-22
RES016636,L03-0399,T01,10288.03,ppm,AN13,2024-02-22
RES016637,L03-0399,T02,7.1316,pH units,AN13,2024-02-22
RES016638,L03-0399,T03,113.0738,cP,AN13,2024-02-22
RES016639,L03-0399,T04,34.19,particles/mL,AN13,2024-02-22
RES016640,L03-0399,T05,16.48,CFU/mL,AN13,2024-02-22
RES016641,L03-0400,T01,9496.06,ppm,AN10,2024-02-23
RES016642,L03-0400,T02,6.8103,pH units,AN10,2024-02-23
RES016643,L03-0400,T03,118.9133,cP,AN10,2024-02-23
RES016644,L03-0400,T04,46.5,particles/mL,AN10,2024-02-23
RES016645,L03-0400,T05,0.0,CFU/mL,AN10,2024-02-23
RES016646,L03-0401,T01,9437.21,ppm,AN03,2024-02-23
RES016647,L03-0401,T02,6.8623,pH units,AN03,2024-02-23
RES016648,L03-0401,T03,106.3011,cP,AN03,2024-02-23
RES016649,L03-0401,T04,44.77,particles/mL,AN03,2024-02-23
RES016650,L03-0401,T05,10.62,CFU/mL,AN03,2024-02-23
RES016651,L03-0402,T01,9341.41,ppm,AN02,2024-02-22
RES016652,L03-0402,T02,6.9911,pH units,AN02,2024-02-22
RES016653,L03-0402,T03,127.1591,cP,AN02,2024-02-22
RES016654,L03-0402,T04,44.55,particles/mL,AN02,2024-02-22
RES016655,L03-0402,T05,3.35,CFU/mL,AN02,2024-02-22
RES016656,L03-0403,T01,10465.41,ppm,AN06,2024-02-21
RES016657,L03-0403,T02,6.6793,pH units,AN06,2024-02-21
RES016658,L03-0403,T03,116.6835,cP,AN06,2024-02-21
RES016659,L03-0403,T04,74.1,particles/mL,AN06,2024-02-21
RES016660,L03-0403,T05,3.32,CFU/mL,AN06,2024-02-21
RES016661,L01-0505,T01,0.9895,%,AN04,2024-02-22
RES016662,L01-0505,T02,6.9386,pH units,AN04,2024-02-22
RES016663,L01-0505,T03,105.7907,cP,AN04,2024-02-22
RES016664,L01-0505,T04,70.15,particles/mL,AN04,2024-02-22
RES016665,L01-0505,T05,1.04,CFU/mL,AN04,2024-02-22
RES016666,L01-0506,T01,1.0939,%,AN06,2024-02-21
RES016667,L01-0506,T02,6.8912,pH units,AN06,2024-02-21
RES016668,L01-0506,T03,94.6335,cP,AN06,2024-02-21
RES016669,L01-0506,T04,37.41,particles/mL,AN06,2024-02-21
RES016670,L01-0506,T05,8.04,CFU/mL,AN06,2024-02-21
RES016671,L01-0507,T01,0.9726,%,AN12,2024-02-23
RES016672,L01-0507,T02,6.7945,pH units,AN12,2024-02-23
RES016673,L01-0507,T03,127.3959,cP,AN12,2024-02-23
RES016674,L01-0507,T04,52.3,particles/mL,AN12,2024-02-23
RES016675,L01-0507,T05,6.39,CFU/mL,AN12,2024-02-23
RES016676,L01-0508,T01,0.9601,%,AN09,2024-02-22
RES016677,L01-0508,T02,6.9602,pH units,AN09,2024-02-22
RES016678,L01-0508,T03,122.8732,cP,AN09,2024-02-22
RES016679,L01-0508,T04,63.27,particles/mL,AN09,2024-02-22
RES016680,L01-0508,T05,2.51,CFU/mL,AN09,2024-02-22
RES016681,L01-0509,T01,1.0159,%,AN06,2024-02-22
RES016682,L01-0509,T02,6.9006,pH units,AN06,2024-02-22
RES016683,L01-0509,T03,106.655,cP,AN06,2024-02-22
RES016684,L01-0509,T04,72.66,particles/mL,AN06,2024-02-22
RES016685,L01-0509,T05,6.44,CFU/mL,AN06,2024-02-22
RES016686,L01-0510,T01,0.9245,%,AN02,2024-02-24
RES016687,L01-0510,T02,7.0084,pH units,AN02,2024-02-24
RES016688,L01-0510,T03,149.0666,cP,AN02,2024-02-24
RES016689,L01-0510,T04,68.46,particles/mL,AN02,2024-02-24
RES016690,L01-0510,T05,1.38,CFU/mL,AN02,2024-02-24
RES016691,L01-0511,T01,0.9747,%,AN05,2024-02-23
RES016692,L01-0511,T02,7.0583,pH units,AN05,2024-02-23
RES016693,L01-0511,T03,98.8239,cP,AN05,2024-02-23
RES016694,L01-0511,T04,22.12,particles/mL,AN05,2024-02-23
RES016695,L01-0511,T05,6.19,CFU/mL,AN05,2024-02-23
RES016696,L01-0512,T01,1.0998,%,AN14,2024-02-22
RES016697,L01-0512,T02,6.8109,pH units,AN14,2024-02-22
RES016698,L01-0512,T03,146.88,cP,AN14,2024-02-22
RES016699,L01-0512,T04,10.02,particles/mL,AN14,2024-02-22
RES016700,L01-0512,T05,4.44,CFU/mL,AN14,2024-02-22
RES016701,L01-0513,T01,1.0084,%,AN10,2024-02-22
RES016702,L01-0513,T02,7.1015,pH units,AN10,2024-02-22
RES016703,L01-0513,T03,133.1928,cP,AN10,2024-02-22
RES016704,L01-0513,T04,40.06,particles/mL,AN10,2024-02-22
RES016705,L01-0513,T05,4.6,CFU/mL,AN10,2024-02-22
RES016706,L01-0514,T01,1.1521,%,AN12,2024-02-22
RES016707,L01-0514,T02,6.8263,pH units,AN12,2024-02-22
RES016708,L01-0514,T03,119.5499,cP,AN12,2024-02-22
RES016709,L01-0514,T04,73.58,particles/mL,AN12,2024-02-22
RES016710,L01-0514,T05,10.44,CFU/mL,AN12,2024-02-22
RES016711,L01-0515,T01,0.9316,%,AN10,2024-02-24
RES016712,L01-0515,T02,6.9846,pH units,AN10,2024-02-24
RES016713,L01-0515,T03,118.116,cP,AN10,2024-02-24
RES016714,L01-0515,T04,33.18,particles/mL,AN10,2024-02-24
RES016715,L01-0515,T05,4.39,CFU/mL,AN10,2024-02-24
RES016716,L01-0516,T01,0.8496,%,AN02,2024-02-23
RES016717,L01-0516,T02,7.0918,pH units,AN02,2024-02-23
RES016718,L01-0516,T03,111.5376,cP,AN02,2024-02-23
RES016719,L01-0516,T04,47.72,particles/mL,AN02,2024-02-23
RES016720,L01-0516,T05,10.05,CFU/mL,AN02,2024-02-23
RES016721,L01-0517,T01,1.0617,%,AN15,2024-02-22
RES016722,L01-0517,T02,7.2676,pH units,AN15,2024-02-22
RES016723,L01-0517,T03,125.3967,cP,AN15,2024-02-22
RES016724,L01-0517,T04,56.99,particles/mL,AN15,2024-02-22
RES016725,L01-0517,T05,5.41,CFU/mL,AN15,2024-02-22
RES016726,L01-0518,T01,0.9128,%,AN11,2024-02-23
RES016727,L01-0518,T02,7.077,pH units,AN11,2024-02-23
RES016728,L01-0518,T03,125.6593,cP,AN11,2024-02-23
RES016729,L01-0518,T04,46.1,particles/mL,AN11,2024-02-23
RES016730,L01-0518,T05,6.7,CFU/mL,AN11,2024-02-23
RES016731,L01-0519,T01,0.9825,%,AN01,2024-02-23
RES016732,L01-0519,T02,6.9866,pH units,AN01,2024-02-23
RES016733,L01-0519,T03,127.0245,cP,AN01,2024-02-23
RES016734,L01-0519,T04,89.44,particles/mL,AN01,2024-02-23
RES016735,L01-0519,T05,0.0,CFU/mL,AN01,2024-02-23
RES016736,L01-0520,T01,0.9483,%,AN06,2024-02-24
RES016737,L01-0520,T02,6.6495,pH units,AN06,2024-02-24
RES016738,L01-0520,T03,116.324,cP,AN06,2024-02-24
RES016739,L01-0520,T04,34.85,particles/mL,AN06,2024-02-24
RES016740,L01-0520,T05,1.43,CFU/mL,AN06,2024-02-24
RES016741,L01-0521,T01,1.0014,%,AN11,2024-02-23
RES016742,L01-0521,T02,7.126,pH units,AN11,2024-02-23
RES016743,L01-0521,T03,127.2431,cP,AN11,2024-02-23
RES016744,L01-0521,T04,38.79,particles/mL,AN11,2024-02-23
RES016745,L01-0521,T05,5.11,CFU/mL,AN11,2024-02-23
RES016746,L01-0522,T01,1.0218,%,AN05,2024-02-21
RES016747,L01-0522,T02,6.9364,pH units,AN05,2024-02-21
RES016748,L01-0522,T03,126.176,cP,AN05,2024-02-21
RES016749,L01-0522,T04,47.94,particles/mL,AN05,2024-02-21
RES016750,L01-0522,T05,1.54,CFU/mL,AN05,2024-02-21
RES016751,L01-0523,T01,1.0217,%,AN03,2024-02-24
RES016752,L01-0523,T02,6.9685,pH units,AN03,2024-02-24
RES016753,L01-0523,T03,128.5278,cP,AN03,2024-02-24
RES016754,L01-0523,T04,88.0,particles/mL,AN03,2024-02-24
RES016755,L01-0523,T05,5.89,CFU/mL,AN03,2024-02-24
RES016756,L01-0524,T01,0.9694,%,AN04,2024-02-22
RES016757,L01-0524,T02,6.8347,pH units,AN04,2024-02-22
RES016758,L01-0524,T03,117.0646,cP,AN04,2024-02-22
RES016759,L01-0524,T04,53.68,particles/mL,AN04,2024-02-22
RES016760,L01-0524,T05,5.54,CFU/mL,AN04,2024-02-22
RES016761,L01-0525,T01,0.9773,%,AN08,2024-02-22
RES016762,L01-0525,T02,7.1056,pH units,AN08,2024-02-22
RES016763,L01-0525,T03,116.0085,cP,AN08,2024-02-22
RES016764,L01-0525,T04,46.36,particles/mL,AN08,2024-02-22
RES016765,L01-0525,T05,8.97,CFU/mL,AN08,2024-02-22
RES016766,L01-0526,T01,0.9598,%,AN02,2024-02-24
RES016767,L01-0526,T02,6.7226,pH units,AN02,2024-02-24
RES016768,L01-0526,T03,115.5632,cP,AN02,2024-02-24
RES016769,L01-0526,T04,56.02,particles/mL,AN02,2024-02-24
RES016770,L01-0526,T05,10.21,CFU/mL,AN02,2024-02-24
RES016771,L01-0527,T01,1.0535,%,AN09,2024-02-23
RES016772,L01-0527,T02,6.8886,pH units,AN09,2024-02-23
RES016773,L01-0527,T03,131.0319,cP,AN09,2024-02-23
RES016774,L01-0527,T04,78.46,particles/mL,AN09,2024-02-23
RES016775,L01-0527,T05,11.51,CFU/mL,AN09,2024-02-23
RES016776,L01-0528,T01,1.0134,%,AN12,2024-02-23
RES016777,L01-0528,T02,6.5999,pH units,AN12,2024-02-23
RES016778,L01-0528,T03,122.5587,cP,AN12,2024-02-23
RES016779,L01-0528,T04,57.63,particles/mL,AN12,2024-02-23
RES016780,L01-0528,T05,6.36,CFU/mL,AN12,2024-02-23
RES016781,L01-0529,T01,0.9256,%,AN07,2024-02-23
RES016782,L01-0529,T02,6.7688,pH units,AN07,2024-02-23
RES016783,L01-0529,T03,108.5587,cP,AN07,2024-02-23
RES016784,L01-0529,T04,52.91,particles/mL,AN07,2024-02-23
RES016785,L01-0529,T05,7.88,CFU/mL,AN07,2024-02-23
RES016786,L01-0530,T01,0.9412,%,AN02,2024-02-22
RES016787,L01-0530,T02,7.1036,pH units,AN02,2024-02-22
RES016788,L01-0530,T03,103.5554,cP,AN02,2024-02-22
RES016789,L01-0530,T04,19.15,particles/mL,AN02,2024-02-22
RES016790,L01-0530,T05,5.41,CFU/mL,AN02,2024-02-22
RES016791,L01-0531,T01,1.0408,%,AN09,2024-02-22
RES016792,L01-0531,T02,7.0376,pH units,AN09,2024-02-22
RES016793,L01-0531,T03,132.2627,cP,AN09,2024-02-22
RES016794,L01-0531,T04,50.37,particles/mL,AN09,2024-02-22
RES016795,L01-0531,T05,10.38,CFU/mL,AN09,2024-02-22
RES016796,L01-0532,T01,1.0817,%,AN06,2024-02-23
RES016797,L01-0532,T02,6.6202,pH units,AN06,2024-02-23
RES016798,L01-0532,T03,121.3994,cP,AN06,2024-02-23
RES016799,L01-0532,T04,81.03,particles/mL,AN06,2024-02-23
RES016800,L01-0532,T05,0.35,CFU/mL,AN06,2024-02-23
RES016801,L01-0533,T01,0.9779,%,AN03,2024-02-23
RES016802,L01-0533,T02,6.883,pH units,AN03,2024-02-23
RES016803,L01-0533,T03,109.9424,cP,AN03,2024-02-23
RES016804,L01-0533,T04,79.94,particles/mL,AN03,2024-02-23
RES016805,L01-0533,T05,0.05,CFU/mL,AN03,2024-02-23
RES016806,L01-0534,T01,0.9874,%,AN12,2024-02-22
RES016807,L01-0534,T02,7.1844,pH units,AN12,2024-02-22
RES016808,L01-0534,T03,125.7541,cP,AN12,2024-02-22
RES016809,L01-0534,T04,89.04,particles/mL,AN12,2024-02-22
RES016810,L01-0534,T05,5.47,CFU/mL,AN12,2024-02-22
RES016811,L02-0340,T01,1.1644,%,AN04,2024-02-22
RES016812,L02-0340,T02,6.8135,pH units,AN04,2024-02-22
RES016813,L02-0340,T03,122.8872,cP,AN04,2024-02-22
RES016814,L02-0340,T04,42.82,particles/mL,AN04,2024-02-22
RES016815,L02-0340,T05,5.01,CFU/mL,AN04,2024-02-22
RES016816,L02-0341,T01,1.0382,%,AN01,2024-02-22
RES016817,L02-0341,T02,7.1114,pH units,AN01,2024-02-22
RES016818,L02-0341,T03,137.5282,cP,AN01,2024-02-22
RES016819,L02-0341,T04,52.87,particles/mL,AN01,2024-02-22
RES016820,L02-0341,T05,6.03,CFU/mL,AN01,2024-02-22
RES016821,L02-0342,T01,0.8631,%,AN01,2024-02-23
RES016822,L02-0342,T02,6.9571,pH units,AN01,2024-02-23
RES016823,L02-0342,T03,126.0397,cP,AN01,2024-02-23
RES016824,L02-0342,T04,66.0,particles/mL,AN01,2024-02-23
RES016825,L02-0342,T05,1.85,CFU/mL,AN01,2024-02-23
RES016826,L02-0343,T01,0.9372,%,AN05,2024-02-24
RES016827,L02-0343,T02,6.9607,pH units,AN05,2024-02-24
RES016828,L02-0343,T03,134.9053,cP,AN05,2024-02-24
RES016829,L02-0343,T04,65.26,particles/mL,AN05,2024-02-24
RES016830,L02-0343,T05,3.66,CFU/mL,AN05,2024-02-24
RES016831,L02-0344,T01,0.9043,%,AN05,2024-02-23
RES016832,L02-0344,T02,6.953,pH units,AN05,2024-02-23
RES016833,L02-0344,T03,107.4149,cP,AN05,2024-02-23
RES016834,L02-0344,T04,67.11,particles/mL,AN05,2024-02-23
RES016835,L02-0344,T05,7.18,CFU/mL,AN05,2024-02-23
RES016836,L02-0345,T01,0.8739,%,AN15,2024-02-23
RES016837,L02-0345,T02,6.9295,pH units,AN15,2024-02-23
RES016838,L02-0345,T03,120.2433,cP,AN15,2024-02-23
RES016839,L02-0345,T04,60.32,particles/mL,AN15,2024-02-23
RES016840,L02-0345,T05,4.27,CFU/mL,AN15,2024-02-23
RES016841,L02-0346,T01,0.8626,%,AN06,2024-02-21
RES016842,L02-0346,T02,6.9802,pH units,AN06,2024-02-21
RES016843,L02-0346,T03,129.3561,cP,AN06,2024-02-21
RES016844,L02-0346,T04,83.5,particles/mL,AN06,2024-02-21
RES016845,L02-0346,T05,4.78,CFU/mL,AN06,2024-02-21
RES016846,L02-0347,T01,1.105,%,AN13,2024-02-22
RES016847,L02-0347,T02,6.7461,pH units,AN13,2024-02-22
RES016848,L02-0347,T03,124.8779,cP,AN13,2024-02-22
RES016849,L02-0347,T04,21.63,particles/mL,AN13,2024-02-22
RES016850,L02-0347,T05,1.38,CFU/mL,AN13,2024-02-22
RES016851,L02-0348,T01,1.0031,%,AN08,2024-02-24
RES016852,L02-0348,T02,6.873,pH units,AN08,2024-02-24
RES016853,L02-0348,T03,121.6045,cP,AN08,2024-02-24
RES016854,L02-0348,T04,76.91,particles/mL,AN08,2024-02-24
RES016855,L02-0348,T05,2.26,CFU/mL,AN08,2024-02-24
RES016856,L02-0349,T01,1.0699,%,AN06,2024-02-23
RES016857,L02-0349,T02,7.2594,pH units,AN06,2024-02-23
RES016858,L02-0349,T03,124.5766,cP,AN06,2024-02-23
RES016859,L02-0349,T04,47.71,particles/mL,AN06,2024-02-23
RES016860,L02-0349,T05,0.02,CFU/mL,AN06,2024-02-23
RES016861,L03-0404,T01,10005.11,ppm,AN09,2024-02-22
RES016862,L03-0404,T02,7.0139,pH units,AN09,2024-02-22
RES016863,L03-0404,T03,111.1873,cP,AN09,2024-02-22
RES016864,L03-0404,T04,24.23,particles/mL,AN09,2024-02-22
RES016865,L03-0404,T05,4.04,CFU/mL,AN09,2024-02-22
RES016866,L03-0405,T01,9442.66,ppm,AN05,2024-02-24
RES016867,L03-0405,T02,6.7631,pH units,AN05,2024-02-24
RES016868,L03-0405,T03,107.2163,cP,AN05,2024-02-24
RES016869,L03-0405,T04,56.34,particles/mL,AN05,2024-02-24
RES016870,L03-0405,T05,0.0,CFU/mL,AN05,2024-02-24
RES016871,L03-0406,T01,9814.36,ppm,AN13,2024-02-24
RES016872,L03-0406,T02,6.9946,pH units,AN13,2024-02-24
RES016873,L03-0406,T03,131.3373,cP,AN13,2024-02-24
RES016874,L03-0406,T04,88.79,particles/mL,AN13,2024-02-24
RES016875,L03-0406,T05,11.28,CFU/mL,AN13,2024-02-24
RES016876,L03-0407,T01,8621.39,ppm,AN08,2024-02-24
RES016877,L03-0407,T02,6.6484,pH units,AN08,2024-02-24
RES016878,L03-0407,T03,120.6108,cP,AN08,2024-02-24
RES016879,L03-0407,T04,1.44,particles/mL,AN08,2024-02-24
RES016880,L03-0407,T05,9.31,CFU/mL,AN08,2024-02-24
RES016881,L03-0408,T01,9427.42,ppm,AN12,2024-02-23
RES016882,L03-0408,T02,7.0869,pH units,AN12,2024-02-23
RES016883,L03-0408,T03,120.694,cP,AN12,2024-02-23
RES016884,L03-0408,T04,69.29,particles/mL,AN12,2024-02-23
RES016885,L03-0408,T05,2.46,CFU/mL,AN12,2024-02-23
RES016886,L03-0409,T01,11250.66,ppm,AN13,2024-02-23
RES016887,L03-0409,T02,6.8209,pH units,AN13,2024-02-23
RES016888,L03-0409,T03,141.5686,cP,AN13,2024-02-23
RES016889,L03-0409,T04,48.8,particles/mL,AN13,2024-02-23
RES016890,L03-0409,T05,2.46,CFU/mL,AN13,2024-02-23
RES016891,L03-0410,T01,9248.74,ppm,AN01,2024-02-22
RES016892,L03-0410,T02,7.3648,pH units,AN01,2024-02-22
RES016893,L03-0410,T03,122.2384,cP,AN01,2024-02-22
RES016894,L03-0410,T04,63.19,particles/mL,AN01,2024-02-22
RES016895,L03-0410,T05,2.51,CFU/mL,AN01,2024-02-22
RES016896,L03-0411,T01,9500.02,ppm,AN03,2024-02-24
RES016897,L03-0411,T02,7.1415,pH units,AN03,2024-02-24
RES016898,L03-0411,T03,114.4044,cP,AN03,2024-02-24
RES016899,L03-0411,T04,55.31,particles/mL,AN03,2024-02-24
RES016900,L03-0411,T05,3.41,CFU/mL,AN03,2024-02-24
RES016901,L03-0412,T01,9500.49,ppm,AN05,2024-02-23
RES016902,L03-0412,T02,6.8684,pH units,AN05,2024-02-23
RES016903,L03-0412,T03,120.4754,cP,AN05,2024-02-23
RES016904,L03-0412,T04,62.9,particles/mL,AN05,2024-02-23
RES016905,L03-0412,T05,8.38,CFU/mL,AN05,2024-02-23
RES016906,L03-0413,T01,10335.32,ppm,AN02,2024-02-22
RES016907,L03-0413,T02,6.7652,pH units,AN02,2024-02-22
RES016908,L03-0413,T03,118.382,cP,AN02,2024-02-22
RES016909,L03-0413,T04,5.54,particles/mL,AN02,2024-02-22
RES016910,L03-0413,T05,0.0,CFU/mL,AN02,2024-02-22
RES016911,L03-0414,T01,9981.13,ppm,AN13,2024-02-23
RES016912,L03-0414,T02,6.9886,pH units,AN13,2024-02-23
RES016913,L03-0414,T03,128.0033,cP,AN13,2024-02-23
RES016914,L03-0414,T04,40.0,particles/mL,AN13,2024-02-23
RES016915,L03-0414,T05,1.52,CFU/mL,AN13,2024-02-23
RES016916,L03-0415,T01,10013.69,ppm,AN03,2024-02-24
RES016917,L03-0415,T02,7.2201,pH units,AN03,2024-02-24
RES016918,L03-0415,T03,119.7593,cP,AN03,2024-02-24
RES016919,L03-0415,T04,48.11,particles/mL,AN03,2024-02-24
RES016920,L03-0415,T05,4.86,CFU/mL,AN03,2024-02-24
RES016921,L03-0416,T01,10351.83,ppm,AN03,2024-02-23
RES016922,L03-0416,T02,6.6856,pH units,AN03,2024-02-23
RES016923,L03-0416,T03,104.6123,cP,AN03,2024-02-23
RES016924,L03-0416,T04,0.0,particles/mL,AN03,2024-02-23
RES016925,L03-0416,T05,0.0,CFU/mL,AN03,2024-02-23
RES016926,L03-0417,T01,10742.88,ppm,AN14,2024-02-24
RES016927,L03-0417,T02,7.2303,pH units,AN14,2024-02-24
RES016928,L03-0417,T03,91.4877,cP,AN14,2024-02-24
RES016929,L03-0417,T04,58.14,particles/mL,AN14,2024-02-24
RES016930,L03-0417,T05,6.42,CFU/mL,AN14,2024-02-24
RES016931,L03-0418,T01,8742.59,ppm,AN09,2024-02-23
RES016932,L03-0418,T02,6.7682,pH units,AN09,2024-02-23
RES016933,L03-0418,T03,143.1265,cP,AN09,2024-02-23
RES016934,L03-0418,T04,29.48,particles/mL,AN09,2024-02-23
RES016935,L03-0418,T05,4.99,CFU/mL,AN09,2024-02-23
RES016936,L01-0535,T01,0.8992,%,AN13,2024-02-24
RES016937,L01-0535,T02,7.0712,pH units,AN13,2024-02-24
RES016938,L01-0535,T03,123.307,cP,AN13,2024-02-24
RES016939,L01-0535,T04,72.1,particles/mL,AN13,2024-02-24
RES016940,L01-0535,T05,7.43,CFU/mL,AN13,2024-02-24
RES016941,L01-0536,T01,1.0678,%,AN09,2024-02-24
RES016942,L01-0536,T02,6.7157,pH units,AN09,2024-02-24
RES016943,L01-0536,T03,113.9336,cP,AN09,2024-02-24
RES016944,L01-0536,T04,49.62,particles/mL,AN09,2024-02-24
RES016945,L01-0536,T05,0.99,CFU/mL,AN09,2024-02-24
RES016946,L01-0537,T01,0.9613,%,AN12,2024-02-24
RES016947,L01-0537,T02,7.0657,pH units,AN12,2024-02-24
RES016948,L01-0537,T03,107.3504,cP,AN12,2024-02-24
RES016949,L01-0537,T04,45.87,particles/mL,AN12,2024-02-24
RES016950,L01-0537,T05,0.98,CFU/mL,AN12,2024-02-24
RES016951,L01-0538,T01,1.1346,%,AN01,2024-02-23
RES016952,L01-0538,T02,6.9043,pH units,AN01,2024-02-23
RES016953,L01-0538,T03,117.8344,cP,AN01,2024-02-23
RES016954,L01-0538,T04,76.16,particles/mL,AN01,2024-02-23
RES016955,L01-0538,T05,5.9,CFU/mL,AN01,2024-02-23
RES016956,L01-0539,T01,1.0911,%,AN14,2024-02-22
RES016957,L01-0539,T02,7.019,pH units,AN14,2024-02-22
RES016958,L01-0539,T03,116.1368,cP,AN14,2024-02-22
RES016959,L01-0539,T04,78.79,particles/mL,AN14,2024-02-22
RES016960,L01-0539,T05,4.05,CFU/mL,AN14,2024-02-22
RES016961,L01-0540,T01,1.0727,%,AN14,2024-02-23
RES016962,L01-0540,T02,6.992,pH units,AN14,2024-02-23
RES016963,L01-0540,T03,126.6885,cP,AN14,2024-02-23
RES016964,L01-0540,T04,24.81,particles/mL,AN14,2024-02-23
RES016965,L01-0540,T05,0.0,CFU/mL,AN14,2024-02-23
RES016966,L01-0541,T01,1.1336,%,AN05,2024-02-24
RES016967,L01-0541,T02,7.0046,pH units,AN05,2024-02-24
RES016968,L01-0541,T03,118.7424,cP,AN05,2024-02-24
RES016969,L01-0541,T04,56.02,particles/mL,AN05,2024-02-24
RES016970,L01-0541,T05,3.9,CFU/mL,AN05,2024-02-24
RES016971,L01-0542,T01,0.9587,%,AN06,2024-02-22
RES016972,L01-0542,T02,7.113,pH units,AN06,2024-02-22
RES016973,L01-0542,T03,119.0952,cP,AN06,2024-02-22
RES016974,L01-0542,T04,24.46,particles/mL,AN06,2024-02-22
RES016975,L01-0542,T05,8.15,CFU/mL,AN06,2024-02-22
RES016976,L01-0543,T01,0.9005,%,AN13,2024-02-24
RES016977,L01-0543,T02,6.9978,pH units,AN13,2024-02-24
RES016978,L01-0543,T03,136.9754,cP,AN13,2024-02-24
RES016979,L01-0543,T04,41.17,particles/mL,AN13,2024-02-24
RES016980,L01-0543,T05,2.54,CFU/mL,AN13,2024-02-24
RES016981,L01-0544,T01,0.9022,%,AN08,2024-02-22
RES016982,L01-0544,T02,7.0405,pH units,AN08,2024-02-22
RES016983,L01-0544,T03,118.1975,cP,AN08,2024-02-22
RES016984,L01-0544,T04,50.25,particles/mL,AN08,2024-02-22
RES016985,L01-0544,T05,4.75,CFU/mL,AN08,2024-02-22
RES016986,L01-0545,T01,1.1423,%,AN10,2024-02-24
RES016987,L01-0545,T02,6.8861,pH units,AN10,2024-02-24
RES016988,L01-0545,T03,123.4686,cP,AN10,2024-02-24
RES016989,L01-0545,T04,88.8,particles/mL,AN10,2024-02-24
RES016990,L01-0545,T05,6.53,CFU/mL,AN10,2024-02-24
RES016991,L01-0546,T01,1.0317,%,AN04,2024-02-23
RES016992,L01-0546,T02,7.0543,pH units,AN04,2024-02-23
RES016993,L01-0546,T03,122.6402,cP,AN04,2024-02-23
RES016994,L01-0546,T04,32.73,particles/mL,AN04,2024-02-23
RES016995,L01-0546,T05,9.6,CFU/mL,AN04,2024-02-23
RES016996,L01-0547,T01,1.0063,%,AN13,2024-02-25
RES016997,L01-0547,T02,7.1049,pH units,AN13,2024-02-25
RES016998,L01-0547,T03,119.9678,cP,AN13,2024-02-25
RES016999,L01-0547,T04,0.0,particles/mL,AN13,2024-02-25
RES017000,L01-0547,T05,2.98,CFU/mL,AN13,2024-02-25
RES017001,L01-0548,T01,1.1278,%,AN03,2024-02-24
RES017002,L01-0548,T02,7.345,pH units,AN03,2024-02-24
RES017003,L01-0548,T03,128.5672,cP,AN03,2024-02-24
RES017004,L01-0548,T04,67.63,particles/mL,AN03,2024-02-24
RES017005,L01-0548,T05,0.85,CFU/mL,AN03,2024-02-24
RES017006,L01-0549,T01,1.0224,%,AN04,2024-02-22
RES017007,L01-0549,T02,6.8044,pH units,AN04,2024-02-22
RES017008,L01-0549,T03,127.1277,cP,AN04,2024-02-22
RES017009,L01-0549,T04,38.87,particles/mL,AN04,2024-02-22
RES017010,L01-0549,T05,3.54,CFU/mL,AN04,2024-02-22
RES017011,L01-0550,T01,0.9515,%,AN11,2024-02-24
RES017012,L01-0550,T02,7.1624,pH units,AN11,2024-02-24
RES017013,L01-0550,T03,121.733,cP,AN11,2024-02-24
RES017014,L01-0550,T04,47.56,particles/mL,AN11,2024-02-24
RES017015,L01-0550,T05,3.33,CFU/mL,AN11,2024-02-24
RES017016,L01-0551,T01,0.9268,%,AN15,2024-02-24
RES017017,L01-0551,T02,7.1961,pH units,AN15,2024-02-24
RES017018,L01-0551,T03,118.3685,cP,AN15,2024-02-24
RES017019,L01-0551,T04,91.36,particles/mL,AN15,2024-02-24
RES017020,L01-0551,T05,3.6,CFU/mL,AN15,2024-02-24
RES017021,L01-0552,T01,0.9734,%,AN03,2024-02-23
RES017022,L01-0552,T02,6.9403,pH units,AN03,2024-02-23
RES017023,L01-0552,T03,115.8341,cP,AN03,2024-02-23
RES017024,L01-0552,T04,34.31,particles/mL,AN03,2024-02-23
RES017025,L01-0552,T05,0.99,CFU/mL,AN03,2024-02-23
RES017026,L01-0553,T01,1.0477,%,AN14,2024-02-24
RES017027,L01-0553,T02,6.9452,pH units,AN14,2024-02-24
RES017028,L01-0553,T03,102.3863,cP,AN14,2024-02-24
RES017029,L01-0553,T04,28.51,particles/mL,AN14,2024-02-24
