inspection_id,delivery_id,po_id,warehouse_id,inspector_id,inspection_date,defect_count,sample_size,inspection_result,defect_category,corrective_action_required
QI001831,DLV003253,PO-00264,AMER,INS019,2024-03-30,1,43,Pass,None,False
QI001832,DLV003255,PO-00268,AMER,INS015,2024-04-12,1,42,Pass,Functional,False
QI001833,DLV003257,PO-00281,AMER,INS015,2024-01-29,1,18,Pass,None,False
QI001834,DLV003259,PO-00322,AMER,INS020,2024-04-28,2,35,Pass,None,False
QI001835,DLV003261,PO-00357,AMER,INS002,2024-04-08,7,41,Fail,Cosmetic,True
QI001836,DLV003265,PO-00390,AMER,INS019,2024-04-03,5,20,Fail,Cosmetic,True
QI001837,DLV003267,PO-00399,AMER,INS018,2024-04-17,0,29,Pass,Cosmetic,False
QI001838,DLV003289,PO-00651,AMER,INS014,2024-02-16,4,22,Fail,None,False
QI001839,DLV003293,PO-00741,AMER,INS011,2024-04-05,1,47,Pass,None,False
QI001840,DLV003295,PO-00751,AMER,INS001,2024-04-05,1,30,Pass,None,False
QI001841,DLV003297,PO-00762,AMER,INS007,2024-02-18,4,32,Fail,None,False
QI001842,DLV003301,PO-00768,AMER,INS009,2024-04-03,3,43,Fail,None,False
QI001843,DLV003305,PO-00799,AMER,INS003,2024-03-09,6,37,Fail,None,True
QI001844,DLV003307,PO-00815,AMER,INS014,2024-03-23,1,13,Pass,Cosmetic,False
QI001845,DLV003311,PO-00857,AMER,INS020,2024-04-09,0,21,Pass,None,False
QI001846,DLV003317,PO-00987,AMER,INS012,2024-03-12,7,22,Fail,None,True
QI001847,DLV003319,PO-00029,EMEA,INS012,2024-02-09,7,29,Fail,None,True
QI001848,DLV003321,PO-00049,EMEA,INS005,2024-02-28,1,11,Pass,None,False
QI001849,DLV003323,PO-00076,EMEA,INS006,2024-02-16,1,43,Pass,None,False
QI001850,DLV003327,PO-00150,EMEA,INS002,2024-04-30,2,43,Pass,None,False
QI001851,DLV003329,PO-00168,EMEA,INS020,2024-05-06,0,47,Pass,Critical,False
QI001852,DLV003335,PO-00216,EMEA,INS013,2024-03-04,6,28,Fail,None,True
QI001853,DLV003337,PO-00247,EMEA,INS011,2024-04-24,0,45,Pass,None,False
QI001854,DLV003339,PO-00248,EMEA,INS016,2024-03-17,1,36,Pass,None,False
QI001855,DLV003341,PO-00262,EMEA,INS003,2024-02-02,3,10,Fail,None,False
QI001856,DLV003343,PO-00271,EMEA,INS002,2024-02-21,2,39,Pass,None,False
QI001857,DLV003349,PO-00337,EMEA,INS019,2024-04-23,2,50,Pass,None,False
QI001858,DLV003351,PO-00359,EMEA,INS006,2024-03-05,1,28,Pass,None,False
QI001859,DLV003353,PO-00362,EMEA,INS003,2024-05-12,5,31,Fail,None,True
QI001860,DLV003361,PO-00542,EMEA,INS012,2024-03-01,5,24,Fail,None,True
QI001861,DLV003363,PO-00550,EMEA,INS001,2024-02-25,1,12,Pass,None,False
QI001862,DLV003367,PO-00575,EMEA,INS017,2024-02-13,2,13,Pass,None,False
QI001863,DLV003369,PO-00577,EMEA,INS013,2024-04-20,1,48,Pass,Functional,False
QI001864,DLV003371,PO-00690,EMEA,INS004,2024-03-20,3,50,Fail,None,False
QI001865,DLV003375,PO-00744,EMEA,INS017,2024-04-27,2,33,Pass,None,False
QI001866,DLV003379,PO-00777,EMEA,INS016,2024-03-03,5,32,Fail,None,True
QI001867,DLV003387,PO-00818,EMEA,INS015,2024-02-12,7,32,Fail,None,True
QI001868,DLV003389,PO-00924,EMEA,INS014,2024-03-04,2,48,Pass,None,False
QI001869,DLV003393,PO-00004,APAC,INS020,2024-04-17,6,28,Fail,None,True
QI001870,DLV003395,PO-00007,APAC,INS014,2024-01-28,7,11,Fail,None,True
QI001871,DLV003403,PO-00066,APAC,INS009,2024-02-13,3,28,Fail,None,False
QI001872,DLV003405,PO-00102,APAC,INS003,2024-04-07,5,36,Fail,None,True
QI001873,DLV003407,PO-00117,APAC,INS003,2024-03-05,4,36,Fail,None,False
QI001874,DLV003413,PO-00195,APAC,INS008,2024-01-31,7,18,Fail,None,True
QI001875,DLV003415,PO-00201,APAC,INS007,2024-02-15,2,19,Pass,None,False
QI001876,DLV003419,PO-00211,APAC,INS011,2024-02-28,0,16,Pass,None,False
QI001877,DLV003421,PO-00220,APAC,INS004,2024-03-19,0,19,Pass,None,False
QI001878,DLV003425,PO-00298,APAC,INS003,2024-01-31,5,46,Fail,None,True
QI001879,DLV003433,PO-00380,APAC,INS009,2024-03-20,3,16,Fail,None,False
QI001880,DLV003441,PO-00430,APAC,INS016,2024-03-09,5,50,Fail,Cosmetic,True
QI001881,DLV003447,PO-00508,APAC,INS005,2024-02-15,4,17,Fail,None,False
QI001882,DLV003451,PO-00556,APAC,INS019,2024-04-24,2,14,Pass,None,False
QI001883,DLV003453,PO-00593,APAC,INS018,2024-03-09,0,45,Pass,Critical,False
QI001884,DLV003455,PO-00600,APAC,INS011,2024-04-06,6,19,Fail,None,True
QI001885,DLV003457,PO-00646,APAC,INS005,2024-03-19,6,43,Fail,None,True
QI001886,DLV003459,PO-00652,APAC,INS011,2024-01-28,2,27,Pass,Cosmetic,False
QI001887,DLV003461,PO-00664,APAC,INS008,2024-03-30,3,42,Fail,Functional,False
QI001888,DLV003463,PO-00687,APAC,INS001,2024-05-01,6,39,Fail,Cosmetic,True
QI001889,DLV003465,PO-00779,APAC,INS008,2024-03-18,1,36,Pass,None,False
QI001890,DLV003467,PO-00797,APAC,INS007,2024-05-07,1,40,Pass,None,False
QI001891,DLV003471,PO-00826,APAC,INS018,2024-03-30,1,27,Pass,Functional,False
