region,deal_id,rep_id,close_date,total_contract_value,currency,contract_months,product_line,deal_source,stage
AMER,12538,R076,2024-03-22,129391.24,USD,24,Enterprise Suite,Partner Referral,closed_lost
EMEA,12803,R140,2024-03-21,251847.64,GBP,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12804,R090,2024-03-14,117776.81,EUR,12,Core Platform,Outbound,closed_won
AMER,12539,R016,2024-03-23,115038.54,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12805,R098,2024-03-29,191380.13,EUR,24,Enterprise Suite,Partner Referral,closed_won
EMEA,12806,R104,2024-04-16,103633.86,GBP,12,Core Platform,Outbound,closed_won
APAC,6294,R172,2024-02-25,136586.78,USD,12,Core Platform,Inbound,closed_won
EMEA,12807,R101,2024-02-02,95305.2,GBP,24,Analytics Add-on,Partner Referral,prospecting
EMEA,12808,R108,2024-03-03,127624.92,GBP,24,Analytics Add-on,Outbound,closed_won
AMER,12540,R059,2024-03-07,134319.51,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,12541,R060,2024-02-28,49970.78,USD,24,Core Platform,Inbound,closed_won
EMEA,12809,R144,2024-03-03,450475.89,EUR,36,Enterprise Suite,Outbound,closed_won
EMEA,12810,R141,2024-02-25,238717.01,GBP,36,Enterprise Suite,Inbound,closed_won
EMEA,12811,R089,2024-02-27,386809.39,USD,36,Analytics Add-on,Inbound,closed_lost
APAC,6295,R178,2024-04-09,258511.37,AUD,36,Enterprise Suite,Partner Referral,prospecting
EMEA,12812,R126,2024-02-10,94540.34,EUR,24,Enterprise Suite,Partner Referral,closed_won
EMEA,12813,R115,2024-03-04,292579.53,GBP,36,Enterprise Suite,Inbound,closed_won
APAC,6296,R192,2024-03-16,56802193.8,JPY,24,Core Platform,Inbound,closed_won
AMER,12542,R037,2024-02-27,490962.12,USD,36,Enterprise Suite,Partner Referral,closed_won
APAC,6297,R190,2024-04-17,351855.13,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12814,R142,2024-03-02,446427.18,GBP,36,Analytics Add-on,Outbound,closed_won
APAC,6298,R164,2024-03-19,383851.78,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,12543,R045,2024-02-17,282647.61,USD,36,Analytics Add-on,Inbound,closed_lost
EMEA,12815,R086,2024-03-02,382127.33,GBP,36,Core Platform,Partner Referral,closed_won
AMER,12544,R017,2024-04-03,248142.52,USD,36,Enterprise Suite,Partner Referral,closed_lost
AMER,12545,R021,2024-03-19,90780.26,USD,24,Analytics Add-on,Inbound,closed_won
AMER,12546,R012,2024-02-18,77559.33,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,12816,R129,2024-04-28,355829.21,GBP,36,Core Platform,Partner Referral,closed_won
EMEA,12817,R124,2024-02-21,267778.68,USD,24,Enterprise Suite,Outbound,closed_won
AMER,12547,R015,2024-02-12,510345.19,USD,36,Analytics Add-on,Inbound,closed_won
APAC,6299,R177,2024-04-13,77254707.04,JPY,36,Enterprise Suite,Partner Referral,prospecting
APAC,6300,R172,2024-04-11,138204.53,USD,12,Core Platform,Inbound,prospecting
AMER,12548,R073,2024-03-09,170239.61,USD,12,Enterprise Suite,Outbound,closed_won
AMER,12549,R034,2024-02-16,44748.08,USD,12,Enterprise Suite,Partner Referral,closed_won
APAC,6301,R164,2024-02-23,83093.09,AUD,24,Core Platform,Partner Referral,closed_won
AMER,12550,R050,2024-04-06,466282.04,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,12818,R110,2024-03-25,50919.17,GBP,12,Enterprise Suite,Outbound,closed_won
EMEA,12819,R089,2024-02-29,79077.38,EUR,12,Analytics Add-on,Inbound,closed_won
APAC,6302,R191,2024-03-19,63207263.56,JPY,36,Core Platform,Partner Referral,prospecting
APAC,6303,R171,2024-02-05,461066.38,AUD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12820,R105,2024-03-26,483163.73,EUR,36,Analytics Add-on,Outbound,closed_won
APAC,6304,R178,2024-03-13,861302.4,AUD,36,Core Platform,Partner Referral,closed_won
AMER,12551,R076,2024-03-24,320101.02,USD,24,Core Platform,Inbound,closed_lost
AMER,12552,R074,2024-03-10,190483.29,USD,24,Analytics Add-on,Outbound,closed_won
AMER,12553,R003,2024-02-19,68471.93,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,12554,R037,2024-02-03,90893.64,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,12555,R016,2024-03-06,40056.49,USD,36,Enterprise Suite,Partner Referral,closed_won
AMER,12556,R047,2024-02-15,310246.48,USD,24,Enterprise Suite,Outbound,closed_lost
AMER,12557,R016,2024-04-20,80708.24,USD,36,Core Platform,Inbound,closed_won
EMEA,12821,R108,2024-02-20,26409.75,GBP,12,Enterprise Suite,Outbound,closed_won
EMEA,12822,R100,2024-02-21,511191.22,EUR,36,Enterprise Suite,Inbound,closed_won
EMEA,12823,R148,2024-04-23,72996.48,GBP,12,Analytics Add-on,Inbound,closed_won
AMER,12558,R057,2024-03-17,92988.85,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,12824,R085,2024-03-26,349290.51,EUR,36,Core Platform,Inbound,closed_won
EMEA,12825,R127,2024-04-17,120870.39,GBP,24,Enterprise Suite,Inbound,closed_lost
EMEA,12826,R153,2024-04-25,391388.69,GBP,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12827,R143,2024-04-29,18833.19,EUR,12,Enterprise Suite,Inbound,prospecting
EMEA,12828,R155,2024-03-05,111372.83,GBP,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12829,R082,2024-02-01,275654.52,EUR,24,Core Platform,Outbound,closed_won
AMER,12559,R027,2024-03-03,582406.38,USD,36,Analytics Add-on,Inbound,closed_won
AMER,12560,R042,2024-03-28,106464.08,USD,12,Core Platform,Outbound,closed_won
AMER,12561,R053,2024-04-08,130286.17,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12830,R140,2024-04-14,245798.65,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12831,R096,2024-02-14,36187.37,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,12562,R049,2024-04-04,182935.23,USD,36,Analytics Add-on,Outbound,closed_won
AMER,12563,R022,2024-02-14,131751.3,USD,24,Core Platform,Partner Referral,closed_won
EMEA,12832,R109,2024-03-16,456022.01,USD,36,Core Platform,Partner Referral,closed_won
EMEA,12833,R143,2024-02-19,241651.46,GBP,24,Enterprise Suite,Outbound,closed_won
AMER,12564,R038,2024-04-20,427870.64,USD,36,Enterprise Suite,Partner Referral,closed_won
AMER,12565,R066,2024-03-06,58082.23,USD,12,Core Platform,Inbound,closed_won
APAC,6305,R185,2024-04-13,402735.73,AUD,36,Core Platform,Partner Referral,closed_won
AMER,12566,R069,2024-03-05,444391.97,USD,36,Enterprise Suite,Inbound,closed_won
EMEA,12834,R088,2024-02-22,95643.68,EUR,12,Enterprise Suite,Outbound,prospecting
AMER,12567,R033,2024-04-03,546043.28,USD,36,Enterprise Suite,Inbound,closed_won
AMER,12568,R035,2024-04-10,63476.57,USD,12,Enterprise Suite,Outbound,closed_won
AMER,12569,R050,2024-03-03,149719.44,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12570,R053,2024-04-19,75117.9,USD,12,Enterprise Suite,Outbound,closed_won
AMER,12571,R032,2024-02-07,154411.02,USD,12,Core Platform,Inbound,closed_lost
EMEA,12835,R100,2024-03-16,47577.5,EUR,12,Core Platform,Outbound,closed_won
AMER,12572,R080,2024-03-29,157381.42,USD,24,Core Platform,Inbound,closed_lost
EMEA,12836,R097,2024-02-22,303520.3,USD,36,Analytics Add-on,Outbound,closed_won
AMER,12573,R054,2024-04-01,386331.14,USD,24,Enterprise Suite,Partner Referral,prospecting
EMEA,12837,R111,2024-04-12,144928.11,EUR,12,Analytics Add-on,Partner Referral,closed_lost
APAC,6306,R185,2024-04-18,87149.63,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12838,R135,2024-04-08,81835.4,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,12839,R097,2024-03-29,538726.97,USD,36,Enterprise Suite,Inbound,closed_won
APAC,6307,R199,2024-04-02,454788.89,AUD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,12840,R111,2024-02-04,179620.33,EUR,24,Core Platform,Partner Referral,closed_won
APAC,6308,R185,2024-04-10,14717513.36,JPY,24,Enterprise Suite,Partner Referral,closed_lost
EMEA,12841,R125,2024-04-05,108619.7,EUR,12,Analytics Add-on,Inbound,closed_won
AMER,12574,R016,2024-04-21,556665.29,USD,36,Core Platform,Outbound,closed_won
AMER,12575,R078,2024-03-13,51534.56,USD,24,Core Platform,Partner Referral,closed_won
EMEA,12842,R143,2024-02-10,205410.4,USD,36,Core Platform,Partner Referral,closed_won
AMER,12576,R021,2024-04-01,443088.98,USD,36,Core Platform,Inbound,closed_won
EMEA,12843,R111,2024-02-24,500481.8,USD,36,Core Platform,Outbound,closed_won
AMER,12577,R038,2024-04-18,213861.38,USD,24,Enterprise Suite,Partner Referral,closed_won
APAC,6309,R183,2024-04-27,9731035.02,JPY,24,Enterprise Suite,Outbound,prospecting
AMER,12578,R046,2024-02-06,42819.85,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12579,R008,2024-02-01,38088.91,USD,12,Core Platform,Outbound,closed_won
APAC,6310,R176,2024-03-16,74313.03,AUD,12,Enterprise Suite,Inbound,closed_won
AMER,12580,R005,2024-04-18,446392.6,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,12844,R147,2024-04-11,277505.81,EUR,36,Analytics Add-on,Outbound,closed_won
EMEA,12845,R147,2024-03-11,109287.42,EUR,12,Analytics Add-on,Inbound,closed_won
AMER,12581,R030,2024-03-12,62927.19,CAD,12,Analytics Add-on,Outbound,prospecting
EMEA,12846,R107,2024-03-27,475222.75,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,12582,R047,2024-04-13,464546.8,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,6311,R196,2024-02-15,255752.66,AUD,12,Enterprise Suite,Partner Referral,closed_won
APAC,6312,R163,2024-03-07,226614.35,AUD,24,Analytics Add-on,Outbound,closed_lost
EMEA,12847,R135,2024-03-22,93167.13,USD,12,Enterprise Suite,Inbound,closed_lost
APAC,6313,R167,2024-03-14,113878.44,AUD,12,Core Platform,Partner Referral,closed_won
APAC,6314,R170,2024-03-30,177800.18,AUD,12,Analytics Add-on,Outbound,closed_lost
AMER,12583,R014,2024-02-20,191371.43,USD,12,Core Platform,Outbound,closed_won
EMEA,12848,R112,2024-03-06,48094.27,USD,12,Analytics Add-on,Inbound,closed_won
AMER,12584,R069,2024-02-21,352774.91,USD,24,Enterprise Suite,Inbound,closed_won
AMER,12585,R077,2024-03-10,10695.16,USD,12,Analytics Add-on,Inbound,closed_won
APAC,6315,R162,2024-03-24,300424.75,AUD,12,Enterprise Suite,Outbound,prospecting
EMEA,12849,R114,2024-02-19,470633.15,EUR,36,Enterprise Suite,Partner Referral,closed_won
APAC,6316,R194,2024-04-19,109484.81,AUD,12,Core Platform,Partner Referral,closed_won
EMEA,12850,R138,2024-02-12,106060.98,USD,12,Enterprise Suite,Inbound,closed_won
AMER,12586,R031,2024-04-19,440657.33,USD,36,Enterprise Suite,Outbound,closed_won
AMER,12587,R047,2024-04-16,72791.69,USD,36,Core Platform,Inbound,closed_won
AMER,12588,R059,2024-02-27,67513.97,USD,24,Core Platform,Inbound,closed_won
AMER,12589,R006,2024-02-25,126880.34,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,12590,R046,2024-02-08,527743.6,USD,36,Core Platform,Partner Referral,closed_won
EMEA,12851,R083,2024-04-04,502783.32,EUR,36,Enterprise Suite,Outbound,closed_lost
AMER,12591,R045,2024-02-28,408714.98,USD,36,Analytics Add-on,Inbound,prospecting
AMER,12592,R039,2024-04-27,145034.56,USD,12,Core Platform,Partner Referral,closed_won
AMER,12593,R057,2024-03-01,107617.37,USD,24,Enterprise Suite,Inbound,closed_won
AMER,12594,R076,2024-04-05,284225.77,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,12852,R095,2024-02-29,294348.1,GBP,24,Enterprise Suite,Inbound,prospecting
APAC,6317,R182,2024-04-20,7854566.34,JPY,12,Core Platform,Outbound,closed_won
AMER,12595,R040,2024-04-11,714904.41,CAD,36,Analytics Add-on,Inbound,closed_won
EMEA,12853,R094,2024-02-08,120980.15,EUR,12,Analytics Add-on,Inbound,closed_won
AMER,12596,R080,2024-03-11,422908.65,USD,36,Core Platform,Outbound,closed_won
EMEA,12854,R115,2024-04-07,21767.6,GBP,12,Analytics Add-on,Outbound,closed_won
AMER,12597,R072,2024-03-03,275021.01,USD,24,Core Platform,Inbound,closed_won
APAC,6318,R173,2024-04-09,64012578.28,JPY,36,Analytics Add-on,Inbound,closed_won
EMEA,12855,R130,2024-03-25,404140.67,EUR,36,Core Platform,Inbound,closed_won
AMER,12598,R043,2024-02-19,120907.68,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,12599,R014,2024-02-16,494067.83,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,12856,R102,2024-04-17,66706.03,GBP,24,Enterprise Suite,Outbound,closed_won
EMEA,12857,R090,2024-03-28,232685.35,GBP,24,Core Platform,Outbound,closed_won
EMEA,12858,R116,2024-04-12,207231.08,USD,24,Enterprise Suite,Outbound,closed_won
APAC,6319,R180,2024-03-24,89921.68,USD,12,Core Platform,Partner Referral,closed_won
APAC,6320,R198,2024-02-17,289085.26,AUD,36,Core Platform,Partner Referral,closed_won
APAC,6321,R182,2024-03-14,30260370.73,JPY,24,Core Platform,Partner Referral,closed_won
AMER,12600,R035,2024-02-07,65639.21,USD,12,Core Platform,Inbound,closed_won
AMER,12601,R029,2024-03-11,91221.33,USD,12,Core Platform,Partner Referral,closed_lost
APAC,6322,R185,2024-04-02,394516.04,AUD,24,Enterprise Suite,Inbound,closed_lost
AMER,12602,R039,2024-02-12,124106.65,USD,12,Core Platform,Partner Referral,closed_lost
AMER,12603,R070,2024-04-20,160703.96,USD,24,Enterprise Suite,Outbound,closed_won
APAC,6323,R162,2024-03-22,25581.21,AUD,12,Enterprise Suite,Partner Referral,closed_won
APAC,6324,R172,2024-02-15,13198.23,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,12859,R111,2024-02-10,26027.2,GBP,12,Analytics Add-on,Outbound,closed_lost
EMEA,12860,R144,2024-03-12,116329.53,GBP,12,Core Platform,Outbound,closed_lost
AMER,12604,R007,2024-03-03,305265.08,USD,24,Core Platform,Outbound,closed_won
EMEA,12861,R149,2024-02-29,279433.5,GBP,24,Analytics Add-on,Outbound,closed_won
EMEA,12862,R133,2024-02-11,25074.76,EUR,24,Enterprise Suite,Inbound,closed_won
EMEA,12863,R146,2024-04-29,289550.74,EUR,24,Enterprise Suite,Inbound,closed_won
APAC,6325,R199,2024-02-08,89134817.48,JPY,36,Analytics Add-on,Inbound,closed_lost
AMER,12605,R035,2024-03-08,76505.61,USD,24,Enterprise Suite,Outbound,closed_won
AMER,12606,R043,2024-04-06,337016.69,USD,24,Core Platform,Inbound,closed_lost
APAC,6326,R164,2024-02-03,34801652.03,JPY,24,Core Platform,Partner Referral,closed_won
EMEA,12864,R116,2024-02-12,109983.41,EUR,24,Analytics Add-on,Partner Referral,prospecting
AMER,12607,R043,2024-02-10,104241.55,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,12608,R006,2024-02-03,509670.62,USD,36,Core Platform,Partner Referral,closed_won
EMEA,12865,R135,2024-03-06,463787.58,EUR,36,Enterprise Suite,Outbound,closed_lost
AMER,12609,R074,2024-03-31,101922.19,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,12866,R152,2024-04-12,155781.28,GBP,12,Core Platform,Outbound,closed_won
AMER,12610,R074,2024-03-06,56220.42,USD,12,Core Platform,Inbound,closed_lost
AMER,12611,R061,2024-04-15,53670.72,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,12867,R099,2024-02-05,109763.18,GBP,12,Enterprise Suite,Partner Referral,closed_won
APAC,6327,R168,2024-03-30,78886190.58,JPY,36,Enterprise Suite,Inbound,closed_won
AMER,12612,R057,2024-02-15,182894.98,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,12868,R148,2024-02-13,240978.34,EUR,36,Enterprise Suite,Partner Referral,closed_won
AMER,12613,R064,2024-02-14,157394.94,USD,12,Analytics Add-on,Outbound,closed_won
APAC,6328,R188,2024-04-29,262275.48,USD,24,Core Platform,Inbound,closed_won
AMER,12614,R030,2024-04-01,152306.11,USD,12,Enterprise Suite,Inbound,closed_won
AMER,12615,R034,2024-02-14,342358.21,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12616,R031,2024-04-15,187241.99,CAD,24,Enterprise Suite,Outbound,closed_won
APAC,6329,R189,2024-04-28,540933.84,AUD,36,Enterprise Suite,Outbound,closed_won
EMEA,12869,R084,2024-04-30,264760.34,EUR,24,Core Platform,Outbound,closed_won
APAC,6330,R165,2024-02-26,112553.84,AUD,12,Core Platform,Inbound,closed_won
AMER,12617,R002,2024-02-09,173713.98,USD,24,Core Platform,Outbound,closed_won
AMER,12618,R046,2024-02-04,137251.81,USD,12,Analytics Add-on,Inbound,closed_won
APAC,6331,R198,2024-02-13,17409320.51,JPY,24,Enterprise Suite,Inbound,prospecting
APAC,6332,R187,2024-03-15,69413.01,AUD,36,Enterprise Suite,Inbound,closed_won
EMEA,12870,R088,2024-04-21,404722.96,EUR,36,Core Platform,Outbound,closed_lost
EMEA,12871,R140,2024-03-07,90153.78,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,12872,R097,2024-03-25,177159.46,USD,12,Enterprise Suite,Partner Referral,closed_lost
APAC,6333,R163,2024-03-06,127098.46,USD,12,Analytics Add-on,Inbound,closed_won
AMER,12619,R039,2024-03-21,320272.71,USD,36,Analytics Add-on,Outbound,prospecting
APAC,6334,R168,2024-04-05,21303890.8,JPY,24,Enterprise Suite,Partner Referral,closed_lost
EMEA,12873,R145,2024-04-27,239266.22,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12620,R038,2024-03-26,349604.62,USD,24,Enterprise Suite,Inbound,closed_lost
EMEA,12874,R158,2024-02-25,124599.31,EUR,12,Analytics Add-on,Inbound,closed_lost
AMER,12621,R004,2024-04-19,190899.8,CAD,12,Enterprise Suite,Partner Referral,prospecting
EMEA,12875,R104,2024-03-23,130799.1,USD,24,Enterprise Suite,Inbound,closed_won
AMER,12622,R047,2024-04-27,155390.67,USD,12,Core Platform,Inbound,closed_won
AMER,12623,R024,2024-02-10,150997.33,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,12876,R125,2024-02-25,133412.99,EUR,36,Enterprise Suite,Inbound,closed_won
EMEA,12877,R114,2024-04-01,258305.6,USD,24,Analytics Add-on,Outbound,closed_won
APAC,6335,R169,2024-04-02,144712.43,AUD,12,Core Platform,Partner Referral,closed_won
AMER,12624,R025,2024-03-03,259140.74,CAD,12,Analytics Add-on,Inbound,closed_lost
EMEA,12878,R134,2024-02-14,130720.83,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,12879,R143,2024-02-03,13875.58,EUR,12,Enterprise Suite,Outbound,closed_won
EMEA,12880,R135,2024-04-23,264384.05,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,12881,R099,2024-04-16,61469.98,GBP,24,Enterprise Suite,Partner Referral,closed_lost
APAC,6336,R189,2024-02-26,169962.43,USD,24,Enterprise Suite,Outbound,prospecting
APAC,6337,R174,2024-02-08,147045.2,AUD,24,Enterprise Suite,Inbound,closed_won
EMEA,12882,R081,2024-03-12,332543.74,EUR,24,Enterprise Suite,Outbound,closed_won
EMEA,12883,R126,2024-02-09,13390.58,GBP,12,Core Platform,Inbound,closed_won
AMER,12625,R025,2024-03-05,362116.98,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,12626,R020,2024-02-04,222207.58,USD,24,Analytics Add-on,Outbound,closed_won
APAC,6338,R169,2024-03-17,75739.06,USD,24,Core Platform,Inbound,closed_won
AMER,12627,R042,2024-03-20,146667.11,USD,24,Core Platform,Inbound,closed_won
EMEA,12884,R094,2024-04-04,45056.97,USD,12,Core Platform,Partner Referral,closed_won
EMEA,12885,R137,2024-02-22,157868.1,USD,12,Core Platform,Outbound,closed_lost
EMEA,12886,R156,2024-03-04,37336.46,GBP,12,Enterprise Suite,Partner Referral,closed_won
AMER,12628,R024,2024-02-08,20888.73,USD,12,Core Platform,Outbound,closed_won
APAC,6339,R169,2024-02-15,491332.29,AUD,36,Core Platform,Partner Referral,closed_won
AMER,12629,R068,2024-02-19,202590.62,USD,24,Enterprise Suite,Outbound,closed_won
APAC,6340,R180,2024-04-28,188262.96,USD,12,Core Platform,Outbound,closed_won
EMEA,12887,R091,2024-02-29,15904.85,GBP,12,Core Platform,Inbound,closed_lost
EMEA,12888,R156,2024-04-11,91817.83,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,12889,R122,2024-02-25,41617.75,GBP,36,Enterprise Suite,Inbound,closed_won
EMEA,12890,R130,2024-02-11,297199.25,USD,24,Analytics Add-on,Inbound,closed_won
AMER,12630,R045,2024-02-19,101503.5,USD,36,Core Platform,Outbound,closed_won
AMER,12631,R033,2024-03-31,252227.46,USD,24,Enterprise Suite,Inbound,closed_won
AMER,12632,R027,2024-03-08,302639.95,USD,36,Enterprise Suite,Inbound,closed_won
AMER,12633,R025,2024-03-27,70935.62,USD,24,Enterprise Suite,Inbound,closed_won
AMER,12634,R060,2024-03-18,539341.9,USD,36,Analytics Add-on,Outbound,prospecting
EMEA,12891,R104,2024-04-18,14436.31,EUR,12,Analytics Add-on,Outbound,closed_won
EMEA,12892,R151,2024-04-16,39957.37,GBP,12,Core Platform,Inbound,prospecting
APAC,6341,R194,2024-03-17,523617.19,AUD,36,Analytics Add-on,Inbound,closed_won
AMER,12635,R055,2024-02-05,476483.99,USD,36,Enterprise Suite,Outbound,prospecting
EMEA,12893,R087,2024-04-30,186609.57,USD,24,Enterprise Suite,Partner Referral,prospecting
EMEA,12894,R100,2024-04-01,259239.05,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,12636,R049,2024-03-15,142136.1,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,12895,R132,2024-02-26,407319.39,USD,36,Core Platform,Outbound,closed_won
APAC,6342,R180,2024-04-18,24396356.84,JPY,12,Analytics Add-on,Partner Referral,closed_won
AMER,12637,R040,2024-02-28,459926.65,USD,36,Enterprise Suite,Partner Referral,closed_won
AMER,12638,R021,2024-04-14,436233.77,CAD,24,Analytics Add-on,Partner Referral,prospecting
EMEA,12896,R147,2024-04-09,284780.55,EUR,36,Analytics Add-on,Partner Referral,closed_won
AMER,12639,R059,2024-03-11,64248.56,USD,24,Core Platform,Partner Referral,closed_lost
EMEA,12897,R146,2024-04-05,64575.2,USD,12,Analytics Add-on,Inbound,closed_lost
EMEA,12898,R149,2024-04-01,544580.42,EUR,36,Core Platform,Outbound,closed_won
EMEA,12899,R119,2024-03-30,582754.11,USD,36,Analytics Add-on,Inbound,closed_won
AMER,12640,R051,2024-03-23,292960.76,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,12900,R105,2024-04-02,145471.82,EUR,12,Enterprise Suite,Partner Referral,closed_won
